expr_id,cond_id,para_nr,line_nr,word_nr,word,first_duration,total_duration,gaze_duration,right_bounded_rt,go_past_time,FPFix,FPReg,RegIn_excl,RegIn_incl
2,1,10,0,29,benefic,249.0,249.0,249.0,249.0,249.0,1,0,0,0
2,1,10,0,30,pentru,249.0,249.0,249.0,249.0,249.0,1,0,0,0
2,1,10,0,31,sănătate,551.0,551.0,551.0,551.0,551.0,1,0,0,0
2,1,10,0,32,decât,200.0,200.0,200.0,200.0,200.0,1,0,0,0
2,1,10,0,33,s-a,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,34,crezut,354.0,354.0,354.0,354.0,354.0,1,0,0,0
2,1,10,0,35,inițial.,346.0,346.0,346.0,346.0,346.0,1,0,0,0
2,1,10,0,36,Dacă,200.0,200.0,200.0,200.0,200.0,1,0,0,0
2,1,10,0,37,toate,299.0,299.0,299.0,299.0,299.0,1,0,0,0
2,1,10,0,38,aceste,1150.0,1150.0,1150.0,1150.0,1150.0,1,0,0,0
2,1,10,0,39,afirmații,502.0,502.0,502.0,502.0,502.0,1,0,0,0
2,1,10,0,40,devin,298.0,298.0,298.0,298.0,298.0,1,0,0,0
2,1,10,0,41,fapte,251.0,251.0,251.0,251.0,251.0,1,0,0,0
2,1,10,0,42,de,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,43,necontestat,551.0,1400.0,551.0,551.0,551.0,1,0,1,1
2,1,10,0,44,e,249.0,249.0,249.0,249.0,1098.0,1,1,0,0
2,1,10,0,45,timpul,298.0,298.0,298.0,298.0,298.0,1,0,0,0
2,1,10,0,46,să,201.0,201.0,201.0,201.0,201.0,1,0,0,0
2,1,10,0,47,spui,199.0,199.0,199.0,199.0,199.0,1,0,0,0
2,1,10,0,48,„nu”,251.0,251.0,251.0,251.0,251.0,1,0,0,0
2,1,10,0,49,laptelui,399.0,399.0,399.0,399.0,399.0,1,0,0,0
2,1,10,0,50,de,204.0,204.0,204.0,204.0,204.0,1,0,0,0
2,1,10,0,51,vacă.,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,0,0,www.lactofarm.ro,0.0,0.0,0.0,0.0,0.0,0,0,0,0
2,1,10,1,1,LACTO-FARM,551.0,551.0,551.0,551.0,551.0,1,0,0,0
